0.000000 -4.479055 -22.954423 
5.000000 -4.479055 -27.954423 
5.000000 5.520945 -27.954423 
0.000000 5.520945 -22.954423 

0.000000 -4.479055 -22.954423 
5.000000 -4.479055 -17.954423 
5.000000 5.520945 -17.954423 
0.000000 5.520945 -22.954423 

0.000000 -4.479055 -22.954423 
-5.000000 -4.479055 -17.954423 
-5.000000 5.520945 -17.954423 
0.000000 5.520945 -22.954423 

0.000000 -4.479055 -22.954423 
-5.000000 -4.479055 -27.954423 
-5.000000 5.520945 -27.954423 
0.000000 5.520945 -22.954423 

0.000000 -4.479055 -22.954423 
5.000000 -4.479055 -27.954423 
5.000000 5.520945 -27.954423 
0.000000 5.520945 -22.954423 



-5.000000 -5.479055 -27.954423 
-2.401924 -5.479055 -26.454423 
-2.401924 -3.479055 -26.454423 
-5.000000 -3.479055 -27.954423 

-5.000000 -5.479055 -27.954423 
-2.401887 -5.479055 -29.454487 
-2.401887 -3.479055 -29.454487 
-5.000000 -3.479055 -27.954423 

-5.000000 -5.479055 -27.954423 
-4.999963 -5.479055 -30.954487 
-4.999963 -3.479055 -30.954487 
-5.000000 -3.479055 -27.954423 

-5.000000 -5.479055 -27.954423 
-7.598076 -5.479055 -29.454423 
-7.598076 -3.479055 -29.454423 
-5.000000 -3.479055 -27.954423 

-5.000000 -5.479055 -27.954423 
-7.598113 -5.479055 -26.454359 
-7.598113 -3.479055 -26.454359 
-5.000000 -3.479055 -27.954423 

-5.000000 -5.479055 -27.954423 
-5.000037 -5.479055 -24.954359 
-5.000037 -3.479055 -24.954359 
-5.000000 -3.479055 -27.954423 

-5.000000 -5.479055 -27.954423 
-2.401924 -5.479055 -26.454423 
-2.401924 -3.479055 -26.454423 
-5.000000 -3.479055 -27.954423 



5.000000 -5.479055 -27.954423 
2.401924 -5.479055 -26.454423 
2.401924 -3.479055 -26.454423 
5.000000 -3.479055 -27.954423 

5.000000 -5.479055 -27.954423 
5.000037 -5.479055 -24.954359 
5.000037 -3.479055 -24.954359 
5.000000 -3.479055 -27.954423 

5.000000 -5.479055 -27.954423 
7.598113 -5.479055 -26.454359 
7.598113 -3.479055 -26.454359 
5.000000 -3.479055 -27.954423 

5.000000 -5.479055 -27.954423 
7.598076 -5.479055 -29.454423 
7.598076 -3.479055 -29.454423 
5.000000 -3.479055 -27.954423 

5.000000 -5.479055 -27.954423 
4.999963 -5.479055 -30.954487 
4.999963 -3.479055 -30.954487 
5.000000 -3.479055 -27.954423 

5.000000 -5.479055 -27.954423 
2.401887 -5.479055 -29.454487 
2.401887 -3.479055 -29.454487 
5.000000 -3.479055 -27.954423 

5.000000 -5.479055 -27.954423 
2.401924 -5.479055 -26.454423 
2.401924 -3.479055 -26.454423 
5.000000 -3.479055 -27.954423 

